"measure","value","units","category","scenario","climset","period","strategy","value_hist","magchange"
"HellsCornerReach Mean Ann Boating Days",168.1,"days","Recreation Boating","HD","CMIP3",2070,"Reduce Tribs
4degC",256,-87.9
"IGScottReach Mean Ann Boating Days",285.0333,"days","Recreation Boating","HD","CMIP3",2070,"Reduce Tribs
4degC",274.7333,10.3
"ScottSalmonReach Mean Ann Boating Days",261.5667,"days","Recreation Boating","HD","CMIP3",2070,"Reduce Tribs
4degC",249.2333,12.3334
"SalmonTrinityReach Mean Ann Boating Days",249.5333,"days","Recreation Boating","HD","CMIP3",2070,"Reduce Tribs
4degC",213.9333,35.6
"TrinityOceanReach Mean Ann Boating Days",281.5667,"days","Recreation Boating","HD","CMIP3",2070,"Reduce Tribs
4degC",252.9333,28.6334
"Mean Percent Full Supply (Apr-Sep)",81.4918,"%","Water Delivery","HD","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1195.9243,"KAF","Water Delivery","HD","CMIP3",2070,"Reduce Tribs
4degC",1377.9978,-182.0735
"Mean Annual Shasta Flow",159.4919,"cfs","Water Delivery","HD","CMIP3",2070,"Reduce Tribs
4degC",187.6871,-28.1952
"Mean Annual Scott Flow",547.4564,"cfs","Water Delivery","HD","CMIP3",2070,"Reduce Tribs
4degC",668.7854,-121.329
"Mean Annual MWAT",79.3983,"degF","Water Quality","HD","CMIP3",2070,"Reduce Tribs
4degC",75.7443,3.65400000000001
"Mean exceedence of MWAT - Poor",15.7183,"degF","Water Quality","HD","CMIP3",2070,"Reduce Tribs
4degC",12.0643,3.654
"Frequency Meeting Dry Year Fish Targets Scott",58.5014,"% of Days","Ecological Resources","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",70.5029,-12.0015
"Frequency Meeting Dry Year Fish Targets Shasta",47.0841,"% of Days","Ecological Resources","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",56.8769,-9.7928
"Mean Percent of Annual Refuge Demand",8.692,"% of Years","Ecological Resources","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",22661.943,"MW","Hydropower","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",26741.1142,-4079.1712
"Boyle Mean Spill Volume per year",216.5871,"KAF","Hydropower","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Volume per year",243.2811,"KAF","Hydropower","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",485.9708,"KAF","Hydropower","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Boyle Mean Spill Days per year",156.5667,"days","Hydropower","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Days per year",37.5333,"days","Hydropower","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"IronGate Mean Spill Days per year",110.1,"days","Hydropower","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Freq of UKL Flood Control Release",34.389,"Percent of Days","Flood Control","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",44.1179,-9.7289
"Mean Ann UKL Flood Control Release Volume",226.2618,"KAF","Flood Control","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",224.4786,1.78319999999999
"KenoReach Mean Ann Fishing Days",265.1,"days","Recreation Fishing","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",247.6667,17.4333
"BoyleReach Mean Ann Fishing Days",198.1667,"days","Recreation Fishing","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",154.9,43.2667
"HellsCornerReach Mean Ann Fishing Days",275.5667,"days","Recreation Fishing","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",220.4333,55.1334
"IGScottReach Mean Ann Fishing Days",285.0333,"days","Recreation Fishing","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",274.7333,10.3
"ScottSalmonReach Mean Ann Fishing Days",216.2667,"days","Recreation Fishing","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",183.9667,32.3
"SalmonTrinityReach Mean Ann Fishing Days",249.5333,"days","Recreation Fishing","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",213.9333,35.6
"TrinityOceanReach Mean Ann Fishing Days",281.5667,"days","Recreation Fishing","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",252.9333,28.6334
"KenoReach Mean Ann Boating Days",142.1333,"days","Recreation Boating","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",171.8,-29.6667
"BoyleReach Mean Ann Boating Days",51,"days","Recreation Boating","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",59,-8
"HellsCornerReach Mean Ann Boating Days",168.1,"days","Recreation Boating","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",256,-87.9
"IGScottReach Mean Ann Boating Days",285.0333,"days","Recreation Boating","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",274.7333,10.3
"ScottSalmonReach Mean Ann Boating Days",261.5667,"days","Recreation Boating","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",249.2333,12.3334
"SalmonTrinityReach Mean Ann Boating Days",249.5333,"days","Recreation Boating","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",213.9333,35.6
"TrinityOceanReach Mean Ann Boating Days",281.5667,"days","Recreation Boating","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",252.9333,28.6334
"Mean Percent Full Supply (Apr-Sep)",81.4918,"%","Water Delivery","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1195.9243,"KAF","Water Delivery","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",1377.9978,-182.0735
"Mean Annual Shasta Flow",159.4919,"cfs","Water Delivery","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",187.6871,-28.1952
"Mean Annual Scott Flow",547.4564,"cfs","Water Delivery","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",668.7854,-121.329
"Mean Annual MWAT",79.7891,"degF","Water Quality","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",75.7443,4.04480000000001
"Mean exceedence of MWAT - Poor",16.1091,"degF","Water Quality","HD","CMIP3",2070,"Reduce Dam
Outflow
4degC",12.0643,4.0448
"Frequency Meeting Dry Year Fish Targets Scott",64.5523,"% of Days","Ecological Resources","HD","CMIP5",2030,"Baseline",70.5029,-5.95059999999999
"Frequency Meeting Dry Year Fish Targets Shasta",51.9668,"% of Days","Ecological Resources","HD","CMIP5",2030,"Baseline",56.8769,-4.9101
"Mean Annual Water Delivery to LKNWR",11.8981,"KAF","Ecological Resources","HD","CMIP5",2030,"Baseline",24.6143,-12.7162
"Mean Annual Hydropower Generated (MW)",23340.3422,"MW","Hydropower","HD","CMIP5",2030,"Baseline",26741.1142,-3400.772
"Boyle Mean Spill Volume per Year",183.0942,"KAF","Hydropower","HD","CMIP5",2030,"Baseline",163.0602,20.034
"Copco1 Mean Spill Volume per Year",203.2339,"KAF","Hydropower","HD","CMIP5",2030,"Baseline",186.3791,16.8548
"Iron Gate Mean Spill Volume per Year",456.6857,"KAF","Hydropower","HD","CMIP5",2030,"Baseline",533.8601,-77.1744
"Boyle Mean Spill Days per Year",156.8,"days","Hydropower","HD","CMIP5",2030,"Baseline",105.9,50.9
"Copco1 Mean Spill Days per Year",37.1,"days","Hydropower","HD","CMIP5",2030,"Baseline",42.8,-5.7
"Iron Gate Mean Spill Days per Year",115,"days","Hydropower","HD","CMIP5",2030,"Baseline",170.3333,-55.3333
"Freq of UKL Flood Control Release",38.213,"Percent of Days","Flood Control","HD","CMIP5",2030,"Baseline",44.1179,-5.9049
"Mean Ann UKL Flood Control Release Volume",215.3164,"KAF","Flood Control","HD","CMIP5",2030,"Baseline",224.4786,-9.16220000000001
"KenoReach Mean Ann Fishing Days",266.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Baseline",247.6667,18.8666
"BoyleReach Mean Ann Fishing Days",193.7667,"days","Recreation Fishing","HD","CMIP5",2030,"Baseline",154.9,38.8667
"HellsCornerReach Mean Ann Fishing Days",271.5667,"days","Recreation Fishing","HD","CMIP5",2030,"Baseline",220.4333,51.1334
"IGScottReach Mean Ann Fishing Days",287.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Baseline",274.7333,12.8
"ScottSalmonReach Mean Ann Fishing Days",210.2333,"days","Recreation Fishing","HD","CMIP5",2030,"Baseline",183.9667,26.2666
"SalmonTrinityReach Mean Ann Fishing Days",242.2667,"days","Recreation Fishing","HD","CMIP5",2030,"Baseline",213.9333,28.3334
"TrinityOceanReach Mean Ann Fishing Days",273.9667,"days","Recreation Fishing","HD","CMIP5",2030,"Baseline",252.9333,21.0334
"KenoReach Mean Ann Boating Days",152.0333,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",171.8,-19.7667
"BoyleReach Mean Ann Boating Days",46.6,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",59,-12.4
"HellsCornerReach Mean Ann Boating Days",180.8667,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",256,-75.1333
"IGScottReach Mean Ann Boating Days",287.5333,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",274.7333,12.8
"ScottSalmonReach Mean Ann Boating Days",260.2333,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",249.2333,11
"SalmonTrinityReach Mean Ann Boating Days",242.2667,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",213.9333,28.3334
"TrinityOceanReach Mean Ann Boating Days",273.9667,"days","Recreation Boating","HD","CMIP5",2030,"Baseline",252.9333,21.0334
"Mean Project Supply (Apr-Sep)",339.2009,"KAF","Water Delivery","HD","CMIP5",2030,"Baseline",361.3104,-22.1095
"Mean Annual UKL Stg and Inflow",1247.6567,"KAF","Water Delivery","HD","CMIP5",2030,"Baseline",1377.9978,-130.3411
"Mean Annual Shasta Flow",173.1132,"cfs","Water Delivery","HD","CMIP5",2030,"Baseline",187.6871,-14.5739
"Mean Annual Scott Flow",588.4362,"cfs","Water Delivery","HD","CMIP5",2030,"Baseline",668.7854,-80.3492
"Mean Annual MWAT",80.5357,"degF","Water Quality","HD","CMIP5",2030,"Baseline",75.7443,4.79140000000001
"Mean exceedence of MWAT - Poor",16.8557,"degF","Water Quality","HD","CMIP5",2030,"Baseline",12.0643,4.7914
"Frequency Meeting Dry Year Fish Targets Scott",64.5523,"% of Days","Ecological Resources","HD","CMIP5",2030,"Add Flow
10%",70.5029,-5.95059999999999
"Frequency Meeting Dry Year Fish Targets Shasta",51.9668,"% of Days","Ecological Resources","HD","CMIP5",2030,"Add Flow
10%",56.8769,-4.9101
"Mean Percent of Annual Refuge Demand",12.4718,"% of Years","Ecological Resources","HD","CMIP5",2030,"Add Flow
10%",NA,NA
"Mean Annual Hydropower Generated (MW)",23340.3422,"MW","Hydropower","HD","CMIP5",2030,"Add Flow
10%",26741.1142,-3400.772
"Boyle Mean Spill Volume per year",183.0942,"KAF","Hydropower","HD","CMIP5",2030,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Volume per year",203.2339,"KAF","Hydropower","HD","CMIP5",2030,"Add Flow
10%",NA,NA
"Iron Gate Mean Spill Volume per year",456.6857,"KAF","Hydropower","HD","CMIP5",2030,"Add Flow
10%",NA,NA
"Boyle Mean Spill Days per year",156.8,"days","Hydropower","HD","CMIP5",2030,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Days per year",37.1,"days","Hydropower","HD","CMIP5",2030,"Add Flow
10%",NA,NA
"IronGate Mean Spill Days per year",115,"days","Hydropower","HD","CMIP5",2030,"Add Flow
10%",NA,NA
"Freq of UKL Flood Control Release",38.213,"Percent of Days","Flood Control","HD","CMIP5",2030,"Add Flow
10%",44.1179,-5.9049
"Mean Ann UKL Flood Control Release Volume",215.3164,"KAF","Flood Control","HD","CMIP5",2030,"Add Flow
10%",224.4786,-9.16220000000001
"KenoReach Mean Ann Fishing Days",266.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
10%",247.6667,18.8666
"BoyleReach Mean Ann Fishing Days",193.7667,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
10%",154.9,38.8667
"HellsCornerReach Mean Ann Fishing Days",271.5667,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
10%",220.4333,51.1334
"IGScottReach Mean Ann Fishing Days",287.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
10%",274.7333,12.8
"ScottSalmonReach Mean Ann Fishing Days",210.2333,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
10%",183.9667,26.2666
"SalmonTrinityReach Mean Ann Fishing Days",242.2667,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
10%",213.9333,28.3334
"TrinityOceanReach Mean Ann Fishing Days",273.9667,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
10%",252.9333,21.0334
"KenoReach Mean Ann Boating Days",152.0333,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",171.8,-19.7667
"BoyleReach Mean Ann Boating Days",46.6,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",59,-12.4
"HellsCornerReach Mean Ann Boating Days",180.8667,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",256,-75.1333
"IGScottReach Mean Ann Boating Days",287.5333,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",274.7333,12.8
"ScottSalmonReach Mean Ann Boating Days",260.2333,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",249.2333,11
"SalmonTrinityReach Mean Ann Boating Days",242.2667,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",213.9333,28.3334
"TrinityOceanReach Mean Ann Boating Days",273.9667,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
10%",252.9333,21.0334
"Mean Percent Full Supply (Apr-Sep)",86.9746,"%","Water Delivery","HD","CMIP5",2030,"Add Flow
10%",NA,NA
"Mean Annual UKL Stg and Inflow",1247.6567,"KAF","Water Delivery","HD","CMIP5",2030,"Add Flow
10%",1377.9978,-130.3411
"Mean Annual Shasta Flow",173.1132,"cfs","Water Delivery","HD","CMIP5",2030,"Add Flow
10%",187.6871,-14.5739
"Mean Annual Scott Flow",588.4362,"cfs","Water Delivery","HD","CMIP5",2030,"Add Flow
10%",668.7854,-80.3492
"Mean Annual MWAT",80.084,"degF","Water Quality","HD","CMIP5",2030,"Add Flow
10%",75.7443,4.33970000000001
"Mean exceedence of MWAT - Poor",16.404,"degF","Water Quality","HD","CMIP5",2030,"Add Flow
10%",12.0643,4.3397
"Frequency Meeting Dry Year Fish Targets Scott",64.5523,"% of Days","Ecological Resources","HD","CMIP5",2030,"Add Flow
20%",70.5029,-5.95059999999999
"Frequency Meeting Dry Year Fish Targets Shasta",51.9668,"% of Days","Ecological Resources","HD","CMIP5",2030,"Add Flow
20%",56.8769,-4.9101
"Mean Percent of Annual Refuge Demand",12.4718,"% of Years","Ecological Resources","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Mean Annual Hydropower Generated (MW)",23340.3422,"MW","Hydropower","HD","CMIP5",2030,"Add Flow
20%",26741.1142,-3400.772
"Boyle Mean Spill Volume per year",183.0942,"KAF","Hydropower","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Volume per year",203.2339,"KAF","Hydropower","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Iron Gate Mean Spill Volume per year",456.6857,"KAF","Hydropower","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Boyle Mean Spill Days per year",156.8,"days","Hydropower","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Days per year",37.1,"days","Hydropower","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"IronGate Mean Spill Days per year",115,"days","Hydropower","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Freq of UKL Flood Control Release",38.213,"Percent of Days","Flood Control","HD","CMIP5",2030,"Add Flow
20%",44.1179,-5.9049
"Mean Ann UKL Flood Control Release Volume",215.3164,"KAF","Flood Control","HD","CMIP5",2030,"Add Flow
20%",224.4786,-9.16220000000001
"KenoReach Mean Ann Fishing Days",266.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",247.6667,18.8666
"BoyleReach Mean Ann Fishing Days",193.7667,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",154.9,38.8667
"HellsCornerReach Mean Ann Fishing Days",271.5667,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",220.4333,51.1334
"IGScottReach Mean Ann Fishing Days",287.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",274.7333,12.8
"ScottSalmonReach Mean Ann Fishing Days",210.2333,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",183.9667,26.2666
"SalmonTrinityReach Mean Ann Fishing Days",242.2667,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",213.9333,28.3334
"TrinityOceanReach Mean Ann Fishing Days",273.9667,"days","Recreation Fishing","HD","CMIP5",2030,"Add Flow
20%",252.9333,21.0334
"KenoReach Mean Ann Boating Days",152.0333,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",171.8,-19.7667
"BoyleReach Mean Ann Boating Days",46.6,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",59,-12.4
"HellsCornerReach Mean Ann Boating Days",180.8667,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",256,-75.1333
"IGScottReach Mean Ann Boating Days",287.5333,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",274.7333,12.8
"ScottSalmonReach Mean Ann Boating Days",260.2333,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",249.2333,11
"SalmonTrinityReach Mean Ann Boating Days",242.2667,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",213.9333,28.3334
"TrinityOceanReach Mean Ann Boating Days",273.9667,"days","Recreation Boating","HD","CMIP5",2030,"Add Flow
20%",252.9333,21.0334
"Mean Percent Full Supply (Apr-Sep)",86.9746,"%","Water Delivery","HD","CMIP5",2030,"Add Flow
20%",NA,NA
"Mean Annual UKL Stg and Inflow",1247.6567,"KAF","Water Delivery","HD","CMIP5",2030,"Add Flow
20%",1377.9978,-130.3411
"Mean Annual Shasta Flow",173.1132,"cfs","Water Delivery","HD","CMIP5",2030,"Add Flow
20%",187.6871,-14.5739
"Mean Annual Scott Flow",588.4362,"cfs","Water Delivery","HD","CMIP5",2030,"Add Flow
20%",668.7854,-80.3492
"Mean Annual MWAT",79.736,"degF","Water Quality","HD","CMIP5",2030,"Add Flow
20%",75.7443,3.99170000000001
"Mean exceedence of MWAT - Poor",16.056,"degF","Water Quality","HD","CMIP5",2030,"Add Flow
20%",12.0643,3.9917
"Frequency Meeting Dry Year Fish Targets Scott",64.5523,"% of Days","Ecological Resources","HD","CMIP5",2030,"Reduce Tribs
4degC",70.5029,-5.95059999999999
"Frequency Meeting Dry Year Fish Targets Shasta",51.9668,"% of Days","Ecological Resources","HD","CMIP5",2030,"Reduce Tribs
4degC",56.8769,-4.9101
"Mean Percent of Annual Refuge Demand",12.4718,"% of Years","Ecological Resources","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",23340.3422,"MW","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",26741.1142,-3400.772
"Boyle Mean Spill Volume per year",183.0942,"KAF","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Volume per year",203.2339,"KAF","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",456.6857,"KAF","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Boyle Mean Spill Days per year",156.8,"days","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Days per year",37.1,"days","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"IronGate Mean Spill Days per year",115,"days","Hydropower","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Freq of UKL Flood Control Release",38.213,"Percent of Days","Flood Control","HD","CMIP5",2030,"Reduce Tribs
4degC",44.1179,-5.9049
"Mean Ann UKL Flood Control Release Volume",215.3164,"KAF","Flood Control","HD","CMIP5",2030,"Reduce Tribs
4degC",224.4786,-9.16220000000001
"KenoReach Mean Ann Fishing Days",266.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",247.6667,18.8666
"BoyleReach Mean Ann Fishing Days",193.7667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",154.9,38.8667
"HellsCornerReach Mean Ann Fishing Days",271.5667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",220.4333,51.1334
"IGScottReach Mean Ann Fishing Days",287.5333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",274.7333,12.8
"ScottSalmonReach Mean Ann Fishing Days",210.2333,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",183.9667,26.2666
"SalmonTrinityReach Mean Ann Fishing Days",242.2667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",213.9333,28.3334
"TrinityOceanReach Mean Ann Fishing Days",273.9667,"days","Recreation Fishing","HD","CMIP5",2030,"Reduce Tribs
4degC",252.9333,21.0334
"KenoReach Mean Ann Boating Days",152.0333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",171.8,-19.7667
"BoyleReach Mean Ann Boating Days",46.6,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",59,-12.4
"HellsCornerReach Mean Ann Boating Days",180.8667,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",256,-75.1333
"IGScottReach Mean Ann Boating Days",287.5333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",274.7333,12.8
"ScottSalmonReach Mean Ann Boating Days",260.2333,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",249.2333,11
"SalmonTrinityReach Mean Ann Boating Days",242.2667,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",213.9333,28.3334
"TrinityOceanReach Mean Ann Boating Days",273.9667,"days","Recreation Boating","HD","CMIP5",2030,"Reduce Tribs
4degC",252.9333,21.0334
"Mean Percent Full Supply (Apr-Sep)",86.9746,"%","Water Delivery","HD","CMIP5",2030,"Reduce Tribs
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1247.6567,"KAF","Water Delivery","HD","CMIP5",2030,"Reduce Tribs
4degC",1377.9978,-130.3411
