"measure","value","units","category","scenario","climset","period","strategy"
"Iron Gate Mean Spill Days per Year",143.4333,"days","Hydropower","HW","CMIP5",2030,"Reduce
ET 50%"
"Freq of UKL Flood Control Release",43.6251,"Percent of Days","Flood Control","HW","CMIP5",2030,"Reduce
ET 50%"
"Mean Ann UKL Flood Control Release Volume",368.9034,"KAF","Flood Control","HW","CMIP5",2030,"Reduce
ET 50%"
"KenoReach Mean Ann Fishing Days",225.0333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce
ET 50%"
"BoyleReach Mean Ann Fishing Days",140.6333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce
ET 50%"
"HellsCornerReach Mean Ann Fishing Days",242.5333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce
ET 50%"
"IGScottReach Mean Ann Fishing Days",269.6667,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce
ET 50%"
"ScottSalmonReach Mean Ann Fishing Days",184.8333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce
ET 50%"
"SalmonTrinityReach Mean Ann Fishing Days",214.3333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce
ET 50%"
"TrinityOceanReach Mean Ann Fishing Days",241.4667,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce
ET 50%"
"KenoReach Mean Ann Boating Days",190.2,"days","Recreation Boating","HW","CMIP5",2030,"Reduce
ET 50%"
"BoyleReach Mean Ann Boating Days",53.6667,"days","Recreation Boating","HW","CMIP5",2030,"Reduce
ET 50%"
"HellsCornerReach Mean Ann Boating Days",183.4333,"days","Recreation Boating","HW","CMIP5",2030,"Reduce
ET 50%"
"IGScottReach Mean Ann Boating Days",269.6667,"days","Recreation Boating","HW","CMIP5",2030,"Reduce
ET 50%"
"ScottSalmonReach Mean Ann Boating Days",236.7,"days","Recreation Boating","HW","CMIP5",2030,"Reduce
ET 50%"
"SalmonTrinityReach Mean Ann Boating Days",214.3333,"days","Recreation Boating","HW","CMIP5",2030,"Reduce
ET 50%"
"TrinityOceanReach Mean Ann Boating Days",241.4667,"days","Recreation Boating","HW","CMIP5",2030,"Reduce
ET 50%"
"Mean Project Supply (Apr-Sep)",370.5856,"KAF","Water Delivery","HW","CMIP5",2030,"Reduce
ET 50%"
"Mean Annual UKL Stg and Inflow",1472.1508,"KAF","Water Delivery","HW","CMIP5",2030,"Reduce
ET 50%"
"Mean Annual Shasta Flow",211.4855,"cfs","Water Delivery","HW","CMIP5",2030,"Reduce
ET 50%"
"Mean Annual Scott Flow",809.4466,"cfs","Water Delivery","HW","CMIP5",2030,"Reduce
ET 50%"
"Mean Annual MWAT",80.5314,"degF","Water Quality","HW","CMIP5",2030,"Reduce
ET 50%"
"Mean exceedence of MWAT - Poor",16.8514,"degF","Water Quality","HW","CMIP5",2030,"Reduce
ET 50%"
"Frequency Meeting Dry Year Fish Targets Scott",70.8406,"% of Days","Ecological Resources","HW","CMIP5",2030,"Add
30KAF"
"Frequency Meeting Dry Year Fish Targets Shasta",59.9708,"% of Days","Ecological Resources","HW","CMIP5",2030,"Add
30KAF"
"Mean Annual Water Delivery to LKNWR",14.0491,"KAF","Ecological Resources","HW","CMIP5",2030,"Add
30KAF"
"Mean Annual Hydropower Generated (MW)",26870.4689,"MW","Hydropower","HW","CMIP5",2030,"Add
30KAF"
"Boyle Mean Spill Volume per Year",405.2618,"KAF","Hydropower","HW","CMIP5",2030,"Add
30KAF"
"Copco1 Mean Spill Volume per Year",440.387,"KAF","Hydropower","HW","CMIP5",2030,"Add
30KAF"
"Iron Gate Mean Spill Volume per Year",801.9168,"KAF","Hydropower","HW","CMIP5",2030,"Add
30KAF"
"Boyle Mean Spill Days per Year",223.4333,"days","Hydropower","HW","CMIP5",2030,"Add
30KAF"
"Copco1 Mean Spill Days per Year",59.1,"days","Hydropower","HW","CMIP5",2030,"Add
30KAF"
"Iron Gate Mean Spill Days per Year",145.1667,"days","Hydropower","HW","CMIP5",2030,"Add
30KAF"
"Freq of UKL Flood Control Release",44.9302,"Percent of Days","Flood Control","HW","CMIP5",2030,"Add
30KAF"
"Mean Ann UKL Flood Control Release Volume",377.0712,"KAF","Flood Control","HW","CMIP5",2030,"Add
30KAF"
"KenoReach Mean Ann Fishing Days",223.8,"days","Recreation Fishing","HW","CMIP5",2030,"Add
30KAF"
"BoyleReach Mean Ann Fishing Days",139.1667,"days","Recreation Fishing","HW","CMIP5",2030,"Add
30KAF"
"HellsCornerReach Mean Ann Fishing Days",241.3,"days","Recreation Fishing","HW","CMIP5",2030,"Add
30KAF"
"IGScottReach Mean Ann Fishing Days",269.2,"days","Recreation Fishing","HW","CMIP5",2030,"Add
30KAF"
"ScottSalmonReach Mean Ann Fishing Days",184.7667,"days","Recreation Fishing","HW","CMIP5",2030,"Add
30KAF"
"SalmonTrinityReach Mean Ann Fishing Days",214.6,"days","Recreation Fishing","HW","CMIP5",2030,"Add
30KAF"
"TrinityOceanReach Mean Ann Fishing Days",241.5667,"days","Recreation Fishing","HW","CMIP5",2030,"Add
30KAF"
"KenoReach Mean Ann Boating Days",190.6333,"days","Recreation Boating","HW","CMIP5",2030,"Add
30KAF"
"BoyleReach Mean Ann Boating Days",53.9,"days","Recreation Boating","HW","CMIP5",2030,"Add
30KAF"
"HellsCornerReach Mean Ann Boating Days",185.4,"days","Recreation Boating","HW","CMIP5",2030,"Add
30KAF"
"IGScottReach Mean Ann Boating Days",269.2,"days","Recreation Boating","HW","CMIP5",2030,"Add
30KAF"
"ScottSalmonReach Mean Ann Boating Days",236.6333,"days","Recreation Boating","HW","CMIP5",2030,"Add
30KAF"
"SalmonTrinityReach Mean Ann Boating Days",214.6,"days","Recreation Boating","HW","CMIP5",2030,"Add
30KAF"
"TrinityOceanReach Mean Ann Boating Days",241.5667,"days","Recreation Boating","HW","CMIP5",2030,"Add
30KAF"
"Mean Project Supply (Apr-Sep)",372.5027,"KAF","Water Delivery","HW","CMIP5",2030,"Add
30KAF"
"Mean Annual UKL Stg and Inflow",1481.3384,"KAF","Water Delivery","HW","CMIP5",2030,"Add
30KAF"
"Mean Annual Shasta Flow",209.9437,"cfs","Water Delivery","HW","CMIP5",2030,"Add
30KAF"
"Mean Annual Scott Flow",806.3598,"cfs","Water Delivery","HW","CMIP5",2030,"Add
30KAF"
"Mean Annual MWAT",80.5451,"degF","Water Quality","HW","CMIP5",2030,"Add
30KAF"
"Mean exceedence of MWAT - Poor",16.8651,"degF","Water Quality","HW","CMIP5",2030,"Add
30KAF"
"Frequency Meeting Dry Year Fish Targets Scott",70.5029,"% of Days","Ecological Resources","HW","CMIP5",2070,"Historical"
"Frequency Meeting Dry Year Fish Targets Shasta",56.8769,"% of Days","Ecological Resources","HW","CMIP5",2070,"Historical"
"Mean Annual Water Delivery to LKNWR",24.6143,"KAF","Ecological Resources","HW","CMIP5",2070,"Historical"
"Mean Annual Hydropower Generated (MW)",26741.1142,"MW","Hydropower","HW","CMIP5",2070,"Historical"
"Boyle Mean Spill Volume per Year",163.0602,"KAF","Hydropower","HW","CMIP5",2070,"Historical"
"Copco1 Mean Spill Volume per Year",186.3791,"KAF","Hydropower","HW","CMIP5",2070,"Historical"
"Iron Gate Mean Spill Volume per Year",533.8601,"KAF","Hydropower","HW","CMIP5",2070,"Historical"
"Boyle Mean Spill Days per Year",105.9,"days","Hydropower","HW","CMIP5",2070,"Historical"
"Copco1 Mean Spill Days per Year",42.8,"days","Hydropower","HW","CMIP5",2070,"Historical"
"Iron Gate Mean Spill Days per Year",170.3333,"days","Hydropower","HW","CMIP5",2070,"Historical"
"Freq of UKL Flood Control Release",44.1179,"Percent of Days","Flood Control","HW","CMIP5",2070,"Historical"
"Mean Ann UKL Flood Control Release Volume",224.4786,"KAF","Flood Control","HW","CMIP5",2070,"Historical"
"KenoReach Mean Ann Fishing Days",247.6667,"days","Recreation Fishing","HW","CMIP5",2070,"Historical"
"BoyleReach Mean Ann Fishing Days",154.9,"days","Recreation Fishing","HW","CMIP5",2070,"Historical"
"HellsCornerReach Mean Ann Fishing Days",220.4333,"days","Recreation Fishing","HW","CMIP5",2070,"Historical"
"IGScottReach Mean Ann Fishing Days",274.7333,"days","Recreation Fishing","HW","CMIP5",2070,"Historical"
"ScottSalmonReach Mean Ann Fishing Days",183.9667,"days","Recreation Fishing","HW","CMIP5",2070,"Historical"
"SalmonTrinityReach Mean Ann Fishing Days",213.9333,"days","Recreation Fishing","HW","CMIP5",2070,"Historical"
"TrinityOceanReach Mean Ann Fishing Days",252.9333,"days","Recreation Fishing","HW","CMIP5",2070,"Historical"
"KenoReach Mean Ann Boating Days",171.8,"days","Recreation Boating","HW","CMIP5",2070,"Historical"
"BoyleReach Mean Ann Boating Days",59,"days","Recreation Boating","HW","CMIP5",2070,"Historical"
"HellsCornerReach Mean Ann Boating Days",256,"days","Recreation Boating","HW","CMIP5",2070,"Historical"
"IGScottReach Mean Ann Boating Days",274.7333,"days","Recreation Boating","HW","CMIP5",2070,"Historical"
"ScottSalmonReach Mean Ann Boating Days",249.2333,"days","Recreation Boating","HW","CMIP5",2070,"Historical"
"SalmonTrinityReach Mean Ann Boating Days",213.9333,"days","Recreation Boating","HW","CMIP5",2070,"Historical"
"TrinityOceanReach Mean Ann Boating Days",252.9333,"days","Recreation Boating","HW","CMIP5",2070,"Historical"
"Mean Project Supply (Apr-Sep)",361.3104,"KAF","Water Delivery","HW","CMIP5",2070,"Historical"
"Mean Annual UKL Stg and Inflow",1377.9978,"KAF","Water Delivery","HW","CMIP5",2070,"Historical"
"Mean Annual Shasta Flow",187.6871,"cfs","Water Delivery","HW","CMIP5",2070,"Historical"
"Mean Annual Scott Flow",668.7854,"cfs","Water Delivery","HW","CMIP5",2070,"Historical"
"Mean Annual MWAT",75.7443,"degF","Water Quality","HW","CMIP5",2070,"Historical"
"Mean exceedence of MWAT - Poor",12.0643,"degF","Water Quality","HW","CMIP5",2070,"Historical"
"Frequency Meeting Dry Year Fish Targets Scott",67.1899,"% of Days","Ecological Resources","HW","CMIP5",2070,"Baseline"
"Frequency Meeting Dry Year Fish Targets Shasta",56.5575,"% of Days","Ecological Resources","HW","CMIP5",2070,"Baseline"
"Mean Annual Water Delivery to LKNWR",12.208,"KAF","Ecological Resources","HW","CMIP5",2070,"Baseline"
"Mean Annual Hydropower Generated (MW)",26283.7877,"MW","Hydropower","HW","CMIP5",2070,"Baseline"
"Boyle Mean Spill Volume per Year",582.7187,"KAF","Hydropower","HW","CMIP5",2070,"Baseline"
"Copco1 Mean Spill Volume per Year",583.8971,"KAF","Hydropower","HW","CMIP5",2070,"Baseline"
"Iron Gate Mean Spill Volume per Year",951.7957,"KAF","Hydropower","HW","CMIP5",2070,"Baseline"
"Boyle Mean Spill Days per Year",253.1,"days","Hydropower","HW","CMIP5",2070,"Baseline"
"Copco1 Mean Spill Days per Year",62.4333,"days","Hydropower","HW","CMIP5",2070,"Baseline"
"Iron Gate Mean Spill Days per Year",151.8667,"days","Hydropower","HW","CMIP5",2070,"Baseline"
"Freq of UKL Flood Control Release",43.9263,"Percent of Days","Flood Control","HW","CMIP5",2070,"Baseline"
"Mean Ann UKL Flood Control Release Volume",448.0705,"KAF","Flood Control","HW","CMIP5",2070,"Baseline"
"KenoReach Mean Ann Fishing Days",207.7333,"days","Recreation Fishing","HW","CMIP5",2070,"Baseline"
"BoyleReach Mean Ann Fishing Days",138,"days","Recreation Fishing","HW","CMIP5",2070,"Baseline"
"HellsCornerReach Mean Ann Fishing Days",229.3,"days","Recreation Fishing","HW","CMIP5",2070,"Baseline"
"IGScottReach Mean Ann Fishing Days",247.0667,"days","Recreation Fishing","HW","CMIP5",2070,"Baseline"
"ScottSalmonReach Mean Ann Fishing Days",189.6333,"days","Recreation Fishing","HW","CMIP5",2070,"Baseline"
"SalmonTrinityReach Mean Ann Fishing Days",220,"days","Recreation Fishing","HW","CMIP5",2070,"Baseline"
"TrinityOceanReach Mean Ann Fishing Days",246.7667,"days","Recreation Fishing","HW","CMIP5",2070,"Baseline"
"KenoReach Mean Ann Boating Days",182.7333,"days","Recreation Boating","HW","CMIP5",2070,"Baseline"
"BoyleReach Mean Ann Boating Days",50.7333,"days","Recreation Boating","HW","CMIP5",2070,"Baseline"
"HellsCornerReach Mean Ann Boating Days",165.5333,"days","Recreation Boating","HW","CMIP5",2070,"Baseline"
"IGScottReach Mean Ann Boating Days",247.0667,"days","Recreation Boating","HW","CMIP5",2070,"Baseline"
"ScottSalmonReach Mean Ann Boating Days",232.2667,"days","Recreation Boating","HW","CMIP5",2070,"Baseline"
"SalmonTrinityReach Mean Ann Boating Days",220,"days","Recreation Boating","HW","CMIP5",2070,"Baseline"
"TrinityOceanReach Mean Ann Boating Days",246.7667,"days","Recreation Boating","HW","CMIP5",2070,"Baseline"
"Mean Project Supply (Apr-Sep)",368.422,"KAF","Water Delivery","HW","CMIP5",2070,"Baseline"
"Mean Annual UKL Stg and Inflow",1495.9553,"KAF","Water Delivery","HW","CMIP5",2070,"Baseline"
"Mean Annual Shasta Flow",214.1093,"cfs","Water Delivery","HW","CMIP5",2070,"Baseline"
"Mean Annual Scott Flow",839.7791,"cfs","Water Delivery","HW","CMIP5",2070,"Baseline"
"Mean Annual MWAT",83.6583,"degF","Water Quality","HW","CMIP5",2070,"Baseline"
"Mean exceedence of MWAT - Poor",19.9783,"degF","Water Quality","HW","CMIP5",2070,"Baseline"
"Frequency Meeting Dry Year Fish Targets Scott",65.5289,"% of Days","Ecological Resources","HW","CMIP5",2070,"Reduce
ET 30%"
"Frequency Meeting Dry Year Fish Targets Shasta",55.7178,"% of Days","Ecological Resources","HW","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual Water Delivery to LKNWR",14.3098,"KAF","Ecological Resources","HW","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual Hydropower Generated (MW)",26519.8092,"MW","Hydropower","HW","CMIP5",2070,"Reduce
ET 30%"
"Boyle Mean Spill Volume per Year",587.5005,"KAF","Hydropower","HW","CMIP5",2070,"Reduce
ET 30%"
"Copco1 Mean Spill Volume per Year",589.037,"KAF","Hydropower","HW","CMIP5",2070,"Reduce
ET 30%"
"Iron Gate Mean Spill Volume per Year",961.4467,"KAF","Hydropower","HW","CMIP5",2070,"Reduce
ET 30%"
"Boyle Mean Spill Days per Year",253.6667,"days","Hydropower","HW","CMIP5",2070,"Reduce
ET 30%"
"Copco1 Mean Spill Days per Year",63.1,"days","Hydropower","HW","CMIP5",2070,"Reduce
ET 30%"
"Iron Gate Mean Spill Days per Year",153.5667,"days","Hydropower","HW","CMIP5",2070,"Reduce
ET 30%"
"Freq of UKL Flood Control Release",44.337,"Percent of Days","Flood Control","HW","CMIP5",2070,"Reduce
ET 30%"
"Mean Ann UKL Flood Control Release Volume",453.7729,"KAF","Flood Control","HW","CMIP5",2070,"Reduce
ET 30%"
"KenoReach Mean Ann Fishing Days",205.2333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 30%"
"BoyleReach Mean Ann Fishing Days",137.5667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 30%"
"HellsCornerReach Mean Ann Fishing Days",227.5333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 30%"
"IGScottReach Mean Ann Fishing Days",247.6333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 30%"
"ScottSalmonReach Mean Ann Fishing Days",190.3,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 30%"
"SalmonTrinityReach Mean Ann Fishing Days",220.8333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 30%"
"TrinityOceanReach Mean Ann Fishing Days",246.8667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 30%"
"KenoReach Mean Ann Boating Days",183.9,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 30%"
"BoyleReach Mean Ann Boating Days",50.7667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 30%"
"HellsCornerReach Mean Ann Boating Days",166.2667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 30%"
"IGScottReach Mean Ann Boating Days",247.6333,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 30%"
"ScottSalmonReach Mean Ann Boating Days",233.3,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 30%"
"SalmonTrinityReach Mean Ann Boating Days",220.8333,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 30%"
"TrinityOceanReach Mean Ann Boating Days",246.8667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 30%"
"Mean Project Supply (Apr-Sep)",369.8137,"KAF","Water Delivery","HW","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual UKL Stg and Inflow",1504.2464,"KAF","Water Delivery","HW","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual Shasta Flow",215.3419,"cfs","Water Delivery","HW","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual Scott Flow",842.5903,"cfs","Water Delivery","HW","CMIP5",2070,"Reduce
ET 30%"
"Mean Annual MWAT",83.6583,"degF","Water Quality","HW","CMIP5",2070,"Reduce
ET 30%"
"Mean exceedence of MWAT - Poor",19.9783,"degF","Water Quality","HW","CMIP5",2070,"Reduce
ET 30%"
"Frequency Meeting Dry Year Fish Targets Scott",64.1234,"% of Days","Ecological Resources","HW","CMIP5",2070,"Reduce
ET 50%"
"Frequency Meeting Dry Year Fish Targets Shasta",54.4401,"% of Days","Ecological Resources","HW","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual Water Delivery to LKNWR",15.6879,"KAF","Ecological Resources","HW","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual Hydropower Generated (MW)",26674.4486,"MW","Hydropower","HW","CMIP5",2070,"Reduce
ET 50%"
"Boyle Mean Spill Volume per Year",590.2315,"KAF","Hydropower","HW","CMIP5",2070,"Reduce
ET 50%"
"Copco1 Mean Spill Volume per Year",592.1221,"KAF","Hydropower","HW","CMIP5",2070,"Reduce
ET 50%"
"Iron Gate Mean Spill Volume per Year",966.7332,"KAF","Hydropower","HW","CMIP5",2070,"Reduce
ET 50%"
"Boyle Mean Spill Days per Year",253.9333,"days","Hydropower","HW","CMIP5",2070,"Reduce
ET 50%"
"Copco1 Mean Spill Days per Year",63.5667,"days","Hydropower","HW","CMIP5",2070,"Reduce
ET 50%"
"Iron Gate Mean Spill Days per Year",154.8667,"days","Hydropower","HW","CMIP5",2070,"Reduce
ET 50%"
"Freq of UKL Flood Control Release",44.0084,"Percent of Days","Flood Control","HW","CMIP5",2070,"Reduce
ET 50%"
"Mean Ann UKL Flood Control Release Volume",456.4867,"KAF","Flood Control","HW","CMIP5",2070,"Reduce
ET 50%"
"KenoReach Mean Ann Fishing Days",203.9,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 50%"
"BoyleReach Mean Ann Fishing Days",135.8,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 50%"
"HellsCornerReach Mean Ann Fishing Days",226.8333,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 50%"
"IGScottReach Mean Ann Fishing Days",247.3,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 50%"
"ScottSalmonReach Mean Ann Fishing Days",190.2667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 50%"
"SalmonTrinityReach Mean Ann Fishing Days",220.6667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 50%"
"TrinityOceanReach Mean Ann Fishing Days",246.9667,"days","Recreation Fishing","HW","CMIP5",2070,"Reduce
ET 50%"
"KenoReach Mean Ann Boating Days",184,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 50%"
"BoyleReach Mean Ann Boating Days",51.2,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 50%"
"HellsCornerReach Mean Ann Boating Days",167.2667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 50%"
"IGScottReach Mean Ann Boating Days",247.3,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 50%"
"ScottSalmonReach Mean Ann Boating Days",233.2667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 50%"
"SalmonTrinityReach Mean Ann Boating Days",220.6667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 50%"
"TrinityOceanReach Mean Ann Boating Days",246.9667,"days","Recreation Boating","HW","CMIP5",2070,"Reduce
ET 50%"
"Mean Project Supply (Apr-Sep)",370.6942,"KAF","Water Delivery","HW","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual UKL Stg and Inflow",1509.6848,"KAF","Water Delivery","HW","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual Shasta Flow",216.4236,"cfs","Water Delivery","HW","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual Scott Flow",844.7185,"cfs","Water Delivery","HW","CMIP5",2070,"Reduce
ET 50%"
"Mean Annual MWAT",83.6609,"degF","Water Quality","HW","CMIP5",2070,"Reduce
ET 50%"
"Mean exceedence of MWAT - Poor",19.9809,"degF","Water Quality","HW","CMIP5",2070,"Reduce
ET 50%"
"Frequency Meeting Dry Year Fish Targets Scott",67.1899,"% of Days","Ecological Resources","HW","CMIP5",2070,"Add
30KAF"
"Frequency Meeting Dry Year Fish Targets Shasta",56.5575,"% of Days","Ecological Resources","HW","CMIP5",2070,"Add
30KAF"
"Mean Annual Water Delivery to LKNWR",12.6977,"KAF","Ecological Resources","HW","CMIP5",2070,"Add
30KAF"
"Mean Annual Hydropower Generated (MW)",26628.5484,"MW","Hydropower","HW","CMIP5",2070,"Add
30KAF"
"Boyle Mean Spill Volume per Year",593.6788,"KAF","Hydropower","HW","CMIP5",2070,"Add
30KAF"
"Copco1 Mean Spill Volume per Year",596.2784,"KAF","Hydropower","HW","CMIP5",2070,"Add
30KAF"
"Iron Gate Mean Spill Volume per Year",971.7988,"KAF","Hydropower","HW","CMIP5",2070,"Add
30KAF"
"Boyle Mean Spill Days per Year",254.6,"days","Hydropower","HW","CMIP5",2070,"Add
30KAF"
"Copco1 Mean Spill Days per Year",64.4667,"days","Hydropower","HW","CMIP5",2070,"Add
30KAF"
"Iron Gate Mean Spill Days per Year",153.7,"days","Hydropower","HW","CMIP5",2070,"Add
30KAF"
"Freq of UKL Flood Control Release",44.629,"Percent of Days","Flood Control","HW","CMIP5",2070,"Add
30KAF"
"Mean Ann UKL Flood Control Release Volume",460.183,"KAF","Flood Control","HW","CMIP5",2070,"Add
30KAF"
"KenoReach Mean Ann Fishing Days",204.7333,"days","Recreation Fishing","HW","CMIP5",2070,"Add
30KAF"
"BoyleReach Mean Ann Fishing Days",136.8,"days","Recreation Fishing","HW","CMIP5",2070,"Add
30KAF"
"HellsCornerReach Mean Ann Fishing Days",227.2333,"days","Recreation Fishing","HW","CMIP5",2070,"Add
30KAF"
